390342503464853504	967033308	Wed Oct 16 05:04:39 +0000 2013	390341740739059712	26168301	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	Thank u for your service!!!  @rwhitenight0648 @RedScareBot @2nd_To_None	CAMI	xoCAMILLAxo
390346215466213376	967033308	Wed Oct 16 05:19:24 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	Does everyone agree that iOS 7 sucks balls?	CAMI	xoCAMILLAxo
390347092012847104	967033308	Wed Oct 16 05:22:53 +0000 2013	390213716953677824	17461976	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	Pardon me?  Both parties spend us to oblivion and we're irresponsible babies?  @jdcrowley @RickCanton @ChrisVanHollen @SenTedCruz	CAMI	xoCAMILLAxo
390435591730761729	384441717	Wed Oct 16 11:14:33 +0000 2013			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	false		Where I'm meant to be...	#transgenderedkillings isn't something new; it's been going on since the 1980's! #girlslikeus	Rae	mrsraic
390441774336212992	384441717	Wed Oct 16 11:39:07 +0000 2013			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	false		Where I'm meant to be...	Venus Xtravaganza was horrifically murdered in a NYC hotel room in 1988. She was in the documentary #parisisburning #girlslikeus	Rae	mrsraic
390442458087432192	384441717	Wed Oct 16 11:41:50 +0000 2013			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	false		Where I'm meant to be...	Brandon Teena, 21 (1993) was raped and murdered in Nebraska. Two men were convicted of first degree murder. #boysdontcry #girlslikeus	Rae	mrsraic
390445822007312384	487354334	Wed Oct 16 11:55:12 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false	[51.65894733,-0.05216699]	Norfolk/North London	Looking forward to a good night out on Friday with the faves #girlsnight #girlslikeus know how to party #Central watch out 👯❤️	Clo ☆	Lollipopxo
390485470737494017	16421477	Wed Oct 16 14:32:45 +0000 2013			<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	false		San Diego, California	Via @cristanwilliams Fox News readers agree: based on Fox’s lie, trans kid should die http://t.co/4g6G8SlwGC #girlslikeus #trans	Autumn Sandeen	AutumnSandeen
390488087866122240	197181270	Wed Oct 16 14:43:09 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Wisconsin	Cis ppl have been telling me I should love my body for years, usually while arguing against my rights. #thanksNOW #girlslikeus	eastsidekate	eastsidekate
390530647514554368	1706101310	Wed Oct 16 17:32:16 +0000 2013			web	false		Los Angeles	http://t.co/czOZEb9T5k  yay!!! Such an awesome write up about me by @SmartAssJen !!!! #girlslikeus #WeHappyTrans	Kat Blaque	kat_blaque
390531549357432832	366749007	Wed Oct 16 17:35:51 +0000 2013			<a href="http://sites.google.com/site/yorufukurou/" rel="nofollow">YoruFukurou</a>	false		in the construct program	RT @SmartAssJen: A beautiful 7 Questions submission by my favorite YouTuber, @kat_blaque: http://t.co/9smJEnBc9G #WeHappyTrans #girlslikeus	Cisnormativity	cisnormativity
390540210574213120	1508758562	Wed Oct 16 18:10:16 +0000 2013			<a href="http://bufferapp.com" rel="nofollow">Buffer</a>	false		Brooklyn,NY	Ever heard of Audrey Tang? She's an autodidactic/anarchist/hacker/genius and also a #TWoC https://t.co/cc93ZD409I ♥ @audreyt #GirlsLikeUs	Prerna	PrernaSays
390545205864050688	1161176220	Wed Oct 16 18:30:07 +0000 2013			<a href="http://publicize.wp.com/" rel="nofollow">WordPress.com</a>	false		Worldwide	In the New York Times #girlslikeus #trans #transgender #lgbt #glbt http://t.co/xOxDCUYeYK	The Trans 100	TheTrans100
390550348256931840	604607829	Wed Oct 16 18:50:33 +0000 2013			web	false		#GirlsLikeUs 	Was kinda funny when my work colleague stepped in some dog poo y/d. That was until I did the same this evening. Karma eh?	Lisa Quinn	lisaquinn345
390625379930882048	1697932884	Wed Oct 16 23:48:42 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false			PSA: Wishing oneself to be female does not make it so. #transphobia #girlslikeus #trans #fuckcispeople	GenderMinefield	GenderMinefield
390627091026542592	967033308	Wed Oct 16 23:55:30 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	RT @SteveWorks4You: National Parks Service: The White House told us to barricade monuments for the first time in 18 shutdowns http://t.co/q…	CAMI	xoCAMILLAxo
390627565045440514	967033308	Wed Oct 16 23:57:23 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	RT @backatone000: The brains behind government shut down #ValerieJarrett  PAY BACK TIME. THE EVILWOMAN http://t.co/8uzQaLa9iB	CAMI	xoCAMILLAxo
